#BMG  <<<  The first 4 characters '#BMG' are the magic for a BMG text file.
#     <<<  Don't remove them!
#
# Details about BMG text files are available in the Web:
#  * Syntax and Semantics: https://szs.wiimm.de/doc/bmg/text
#  * The BMG file format:  https://szs.wiimm.de/r/wiki/BMG
#
#
#------------------------------------------------------------------------------

#--- online chat

  M01	= ¡Hola!
	+ \n
	+ Cuando esto ocurra, se borrarán los \n
	+ mensajes más antiguos para poder \n
	+ recibir nuevos en el tablón de Wii.
  1e1b	= ¡Gracias por haber jugado \n
	+ y que sigas divirtiéndote \n
	+ con Mario Kart Wii!
  1f40	= ¡Enhorabuena!\n
	+ ¡Has desbloqueado la\n
	+ \z{802,110001} en \z{802,110000}!
  1f41	= ¡Enhorabuena!\n
	+ ¡Has desbloqueado \n
	+ el modo Espejo!
  1f42	= ¡Enhorabuena!\n
	+ ¡Ahora ya puedes\n
	+ correr con \z{802,110000}!\n
  1f43	= ¡Enhorabuena!\n
	+ ¡Ahora ya puedes \n
	+ correr con \z{802,110000}!
  1f44	= ¡Enhorabuena!\n
	+ ¡Has desbloqueado un kart pequeño!\n
	+ \n
	+ \z{802,110000}
  1f45	= ¡Enhorabuena!\n
	+ ¡Has desbloqueado un kart mediano!\n
	+ \n
	+ \z{802,110000}
  1f46	= ¡Enhorabuena!\n
	+ ¡Has desbloqueado un kart grande!\n
	+ \n
	+ \z{802,110000}
  1f47	= ¡Enhorabuena!\n
	+ ¡Has desbloqueado una moto pequeña!\n
	+ \n
	+ \z{802,110000}
  1f48	= ¡Enhorabuena!\n
	+ ¡Has desbloqueado una moto mediana!\n
	+ \n
	+ \z{802,110000}
  1f49	= ¡Enhorabuena!\n
	+ ¡Has desbloqueado una moto grande!\n
	+ \n
	+ \z{802,110000}
  1f4a	= ¡Enhorabuena!\n
	+ ¡Has desbloqueado el Grand \n
	+ Prix en 50cc (karts y motos)!
  1f4b	= ¡Enhorabuena!\n
	+ ¡Has desbloqueado el Grand \n
	+ Prix en 100cc (karts y motos)!
  1f4c	/
  1fa4	= ¡Trofeos en las copas Champiñón y Flor en \z{802,110000}!
  1fa5	= ¡Trofeo en la Copa Estrella en \z{802,110000}!
  1fa6	= ¡Trofeos en las copas Caparazón y Plátano en \z{802,110000}!
  1fa7	= ¡Trofeo en la Copa Hoja en \z{802,110000}!
  1fa8	= ¡Has ganado todas las copas en 150cc!
  1fa9	/
  1fae	= ¡Has ganado la Copa Hoja en 100cc!
  1faf	= ¡Contrarreloj disputada en todos los circuitos!
  1fb0	= ¡1000 victorias en la CWF de Nintendo!
  1fb1	= ¡Clase \u{f061} en las copas del Grand Prix Wii en 50cc!
  1fb2	= ¡Has desbloqueado 8 de los fantasmas expertos del personal!
  1fb3	= ¡Has ganado la Copa Centella en 50cc!
  1fb4	= ¡Clase \u{f061} en las copas del Grand Prix Retro en 100cc!
  1fb5	= ¡Has ganado la Copa Especial en 150cc!
  1fb6	= ¡Contrarreloj disputada en 16 circuitos diferentes!
  1fb7	= ¡Clase \u{f061} en las copas en modo Espejo!
  1fb8	= ¡Has obtenido un regalo de Super Mario Galaxy!
  1fb9	= ¡Clase \u{f061} en las copas del Grand Prix Wii en 150cc!
  1fba	= ¡Has desbloqueado 4 de los fantasmas expertos del personal!
  1fbb	= ¡25 carreras fantasma ganadas!
  1fbc	= ¡Has ganado la Copa Estrella en 50cc!
  1fbd	= ¡Has ganado la Copa Especial en 100cc!
  1fbe	= ¡Has desbloqueado los 32 fantasmas expertos del personal!
  1fbf	= ¡5000 victorias en la CWF de Nintendo!
  1fc0	= ¡100 carreras fantasma ganadas!
  1fc1	= ¡250 victorias en la CWF de Nintendo!
  1fc2	/
  1fcc	= ¡Clase \u{f061} en las copas del Grand Prix Retro en 50cc!
  1fcd	= ¡Has desbloqueado 1 de los fantasmas expertos del personal!
  1fce	= ¡50 victorias en la CWF de Nintendo!
  1fcf	= ¡Has ganado la Copa Centella en modo Espejo!
  1fd0	= ¡Has ganado la Copa Hoja en 50cc!
  1fd1	= ¡Has ganado la Copa Hoja en 150cc!
  1fd2	= ¡Has desbloqueado 24 de los fantasmas expertos del personal!
  1fd3	= ¡Has ganado la Copa Especial en 50cc!
  1fd4	= ¡Clase \u{f061} en las copas del Grand Prix Retro en 150cc!
  1fd5	= ¡Has ganado la Copa Centella en 150cc!
  1fd6	= ¡Has ganado la Copa Estrella en 150cc!
  1fd7	= ¡Contrarreloj disputada en 8 circuitos diferentes!
  1fd8	= ¡5 carreras fantasma ganadas!
  1fd9	= ¡Has ganado la Copa Hoja en modo Espejo!
  1fda	= ¡Has ganado la Copa Centella en 100cc!
  1fdb	= ¡Clase \u{f061} en las copas del Grand Prix Wii en 100cc!
  1fdc	= ¡Has ganado la Copa Estrella en modo Espejo!
  1fdd	= ¡Has ganado la Copa Estrella en 100cc!
  1fde	= ¡Has desbloqueado 12 de los fantasmas expertos del personal!
  1fdf	= ¡200 carreras fantasma ganadas!
  1fe0	= ¡Has ganado la Copa Especial en modo Espejo!
  1fe1	= ¡Trofeos en todas las copas en 50cc!
  1fe2	= ¡Trofeos en todas las copas en 100cc!
  1fe3	= ¡3000 victorias en la CWF de Nintendo!
  1fe4	= ¡Has jugado \z{a02,1000000000} veces a Mario Kart Wii!
  1fe5	/
  2008	= Resultados generales
  2009	= Favoritos
  200a	= Resultados con amigos
  200b	= Resultados CWF de Nintendo
  200c	= Otros resultados
  2012	= Clasificación general
  2013	= Distancia recorrida
  2014	= Total de carreras
  2015	= Total de batallas
  2016	= Índice de uso de Wii Wheel
  2017	= Piruetas realizadas
  2018	= Personaje favorito
  2019	= Vehículo favorito
  201a	= Circuito favorito
  201b	= Escenario favorito
  201c	= CWF de Nintendo Amigos
  201d	/
  201e	= Retos de fantasmas enviados
  201f	= Retos de fantasmas recibidos
  2020	= Ptos. carreras\040
  2021	= Resultado Carrera VS.
  2022	= Ptos. batallas
  2023	= Resultado Batalla
  2024	= Consecución del primer puesto
  2025	= % de tiempo en primer puesto
  2026	= Golpes propinados con objetos
  2027	= Golpes recibidos con objetos
  2028	= Carrera fantasma
  2029	= Concursos disputados
  202a	/
  202b	/
  202c	/
  202d	/
  202e	/
  2044	= \z{802,110000}
  2045	= \z{a02,1000000000}
  2046	= \z{a02,1000000000}
  2047	= \z{a02,1000000000}
  2048	= \z{a02,1000000000}%
  2049	= \z{a02,1000000000}
  204a	= \z{802,110000}
  204b	= \z{802,110000}
  204c	= \z{802,110000}
  204d	= \z{802,110000}
  204e	= Victorias: \z{a02,1000000000} Derrotas: \z{a02,1000010000}
  204f	/
  2050	= \z{a02,1000000000}
  2051	= \z{a02,1000000000}
  2052	= \z{a02,1000000000}
  2053	= Victorias: \z{a02,1000000000} Derrotas: \z{a02,1000010000}
  2054	= \z{a02,1000000000}\040
  2055	= Victorias: \z{a02,1000000000} Derrotas: \z{a02,1000010000}
  2056	= \z{a02,1000000000}
  2057	= \z{a02,1000000000}%
  2058	= \z{a02,1000000000}
  2059	= \z{a02,1000000000}
  205a	= Victorias: \z{a02,1000000000} Derrotas: \z{a02,1000010000}
  205b	= \z{a02,1000000000}
  205c	/
  20d0	/
  20d1	/
  20d2	/
  20d3	/
  20d4	/
  20d5	= ¡Enhorabuena, %ls!\n
	+ \n
	+ ¡Has conseguido trofeo en todas \n
	+ las copas! Para conmemorar este \n
	+ acontecimiento, te obsequiamos \n
	+ con esta foto. ¡Gracias por jugar \n
	+ a Mario Kart Wii y que sigas \n
	+ disfrutando del juego!
  20d6	= ¡Enhorabuena, %ls!\n
	+ \n
	+ ¡Has ganado todas las copas \n
	+ de Mario Kart Wii! Para \n
	+ conmemorar este acontecimiento, \n
	+ te obsequiamos con esta foto. \n
	+ ¡Gracias por jugar a Mario Kart Wii \n
	+ y que sigas disfrutando del juego!
  20d7	/
  20d8	/
  20d9	/
  20da	/
  20db	/
  20dc	/
  20dd	/
  20de	/
  20df	/
  20e0	/
  20e1	/
  20e2	/
  20e3	/
  20e4	/
  20e5	/
  20e6	/
  20e7	/
  20e8	/
  20e9	/
  20ea	/
  20eb	/
  20ec	/
  20ed	/
  20ee	/
  20f8	/
  20f9	/
  20fa	/
  20fb	/
  20fc	/
  20fd	/
  20fe	/
  20ff	/
  2100	/
  2101	/
  2102	/
  2103	/
  2104	/
  2105	/
  2106	/
  2107	/
  2108	/
  2109	/
  210a	/
  210b	/
  210c	/
  210d	/
  210e	= ¡Enhorabuena, %ls!\n
	+ \n
	+ Por haber ganado trofeos en todas\n
	+ las copas en 100cc, ahora puedes\n
	+ correr en una nueva categoría:\n
	+ \n
	+ 100cc (karts y motos)
  210f	/
  2110	/
  2116	/
  2117	/
  2118	/
  2119	/
  211a	/
  211b	/
  211c	/
  211d	/
  211e	/
  211f	/
  2120	/
  2121	/
  2122	/
  2123	/
  2124	/
  2125	/
  2126	/
  212a	= Este aviso se refiere al \n
	+ Canal Mario Kart.\n
	+ \n
	+ \z{802,200000}\n
	+ \n
	+ \n
	+ \n
	+ Si no quieres recibir más avisos \n
	+ comerciales de Nintendo, pulsa el\n
	+ botón "Darse de baja" de la parte\n
	+ superior derecha de la pantalla.\n
	+ \n
	+ Puedes darte de baja (1) del servicio\n
	+ de avisos del Canal Mario Kart\n
	+ o bien (2) del servicio de avisos \n
	+ de todos los canales y juegos.
  212b	= Este aviso se refiere al \n
	+ Canal Mario Kart.\n
	+ \n
	+ \z{802,200000}\n
	+ \n
	+ \n
	+ \n
	+ Si no quieres recibir más avisos \n
	+ comerciales de Nintendo, pulsa el\n
	+ botón "Darse de baja" de la parte\n
	+ superior derecha de la pantalla.\n
	+ \n
	+ Puedes darte de baja (1) del servicio\n
	+ de avisos del Canal Mario Kart\n
	+ o bien (2) del servicio de avisos \n
	+ de todos los canales y juegos.
  212c	= ¡%ls te ha \n
	+ enviado una invitación para \n
	+ haceros amigos!\n
	+ \n
	+ Clave de amigo de\n
	+ Mario Kart Wii: %04d-%04d-%04d\n
	+ \n
	+ Si registráis vuestras respectivas \n
	+ claves de amigo, podréis jugar \n
	+ juntos a Mario Kart Wii en la \n
	+ Conexión Wi-Fi de Nintendo.\n
	+ \n
	+ Si tienes Mario Kart Wii y has \n
	+ añadido el Canal Mario Kart\n
	+ a tu menú de Wii, selecciona \n
	+ el botón "Comenzar" que se\n
	+ muestra a la derecha para \n
	+ confirmar el registro de la \n
	+ clave de amigo.\n
	+ \n
	+ ¡Que os divirtáis!
  212d	= ¡%ls ha aceptado \n
	+ la invitación para haceros amigos!\n
	+ \n
	+ Clave de amigo de\n
	+ Mario Kart Wii: %04d-%04d-%04d\n
	+ \n
	+ Nota: Esta clave de amigo se \n
	+ habrá registrado automáticamente \n
	+ si tenías espacio en tu lista de \n
	+ amigos.\n
	+ \n
	+ Si has añadido el Canal Mario Kart\n
	+ a tu menú de Wii, selecciona el\n
	+ botón "Comenzar" para acceder \n
	+ al canal y confirmar que la\n
	+ clave de amigo se ha registrado.\n
	+ \n
	+ ¡Que os divirtáis!
  212e	/
  212f	/
  2130	/
  2131	/
  2132	/
  2133	/
  2134	/
  2138	/
  2139	/
  213e	/
  213f	/
  2140	/
  2141	/
  2142	/
  2143	/
  2144	/
  2145	/
  2146	/
  2147	/
  2148	/
  2149	/
  214a	/
  214b	/
  214c	/
  214d	/
  214e	/
  214f	/
  2150	/
  2151	/
  2152	/
  215c	/
  215d	/
  215e	/
  215f	/
  2160	/
  2161	/
  2162	/
  2163	/
  2164	/
  2165	/
  2166	/
  2167	/
  2168	/
  2169	/
  216a	/
  216b	/
  216c	/
  216d	/
  216e	/
  216f	/
  2170	/
  2171	/
  2172	/
  2173	/
  2174	/
  2175	/
  2176	/
  2177	/

2774 = El primer concurso ha empezado. ¡Obtén\nel mejor tiempo que puedas en una\nCarrera VS. en Circuito Mario!\n¡Puedes enviar tus récords\ncuantas veces quieras!
27a2 = ¡Participa en una Carrera VS. contra\n11 corredores en Circuito Mario!\n¡Prueba tantas veces como quieras\nhasta conseguir tu mejor tiempo!
2775 = Pasa por todas las puertas de GBA\nCircuito de Batalla 3 en orden.\n¡El mapa del escenario te ayudará\npara completar este concurso!\nSolo podrás participar con Wii Wheel.
2777 = Disputa un Contrarreloj en\ndirección contraria en Barranco\nChampiñón. ¿Qué camino\nserá el más rápido?\n¡Descúbrelo por ti mismo!\nConcurso solo para karts.
2778 = Al parecer a un cliente descuidado de\nCentro Cocotero se le han caído\nmonedas por la pista. ¡Recógelas tan\nrápido como puedas! Por supuesto, las\nmonedas serán devueltas.
2779 = Participa en una Carrera VS. en el\nlúgubre ambiente de DS Casa Crepuscular.\n\n¡Concurso solo para Wii Wheel!
277a = A Donkey Kong y Diddy Kong les\nencanta tirar plátanos por ahí\nen N64 Pista de la Jungla DK.\n¡Evita los plátanos y alcanza\nla meta lo más rápido que puedas!
277b = ¡Pasa por todas las puertas junto\na las hermosas aguas azules de\nColina de Koopa! Si te saltas\nalguna puerta, las siguientes no\ncontarán. ¡Asegúrate de no\ndejarte ninguna!
277c = Disputa un Contrarreloj sobre\nN64 Rascacielos. ¡Esquiva los\nCoches Bob-omb para conseguir\nobjetos y obtener un mejor tiempo!\nConcurso solo para Wii Wheel.
277d = Recoge todas las monedas colocadas\nestratégicamente en SNES Circuito\nMario 3. Para obtener un buen tiempo,\nutiliza los Champiñones Turbo en el\nmomento adecuado. ¡No los malgastes!\nConcurso solo para karts.
277e = ¡Un Pokey gigante ha invadido Desierto\nRoca Picuda! ¡Evita sus ataques y\nderrótalo con tres golpes!
277f = ¡Pon a prueba tu destreza al\nvolante en Circuito de Luigi!\n¡Colócate detrás de tus\noponentes para ponerte a rebufo\ny conseguir mayor velocidad!\n(Solo Wii Wheel y karts)
2780 = Recoge las monedas escondidas en\nlos montones de hojas secas que\nencontrarás en Senda del Arce.\n¡Pero ten cuidado con las Florugas!
2781 = Disputa un Contrarreloj en N64\nPista Mario. Los únicos objetos\ndisponibles son los Champiñones\nDorados, así que no sería mala idea\nque te metieses por los atajos...
2782 = Disputa un Contrarreloj en Mina\nde Wario. Pero, ¡cuidado con la\nFloruga! Cuando creas que te has\nlibrado de ella, aparecerá\ndelante de tus narices, ¡así que\nándate con ojo!
2783 = ¡Ha llegado la hora de practicar deportes\nde invierno en Cumbre DK! Pasa por todas\nlas puertas en orden y márcate unas\npiruetas al atravesar las que están\nsuspendidas en el aire.
2784 = Disputa un Contrarreloj en dirección\ncontraria en Fábrica de Toad.\nEn algunos lugares tendrás que realizar\npiruetas si quieres atravesar los obstáculos.
2785 = Recoge todas las monedas de\nEstadio Funky. ¡Consulta el mapa\nde la pantalla si no quieres perder\nel tiempo dando vueltas por este\ngrandioso escenario!
2786 = Disputa un Contrarreloj en esta\nPlaza Cúbica laberíntica. A ver\nsi eres capaz de encontrar el\ncamino más corto...
2787 = Pasa por todas las puertas de GBA\nCastillo de Bowser 3 en orden.\nAlgunas están suspendidas a media\naltura en frente de rampas, ¡así\nque no te cortes y haz piruetas para\nalardear de tus habilidades!\nConcurso solo para karts.
2788 = Recoge todas las monedas esparcidas\npor SNES Circuito de Batalla 4. Es\nun auténtico laberinto, ¡a ver si\neres capaz de encontrar el camino\nmás rápido!
2789 = Reta a Bowsitos a una Carrera VS.\nde uno contra uno en N64 Castillo\nde Bowser. ¡Que su malvado aliento\nde fuego no te impida alcanzar\ntu objetivo!\nConcurso solo para karts.
27a3 = Reta a Bowsitos a una Carrera VS.\nde uno contra uno en N64 Castillo\nde Bowser. ¡Que su malvado aliento\nde fuego no te impida alcanzar\ntu objetivo!
278a = Atraviesa todas las puertas de\nGCN Estadio Waluigi. ¡Realiza\npiruetas acrobáticas y enloquece\na la muchedumbre! ¡Pero no te\nsaltes ninguna!
278b = Ábrete paso entre los Topos Monty y\nlos Chomp Cadenas en un Contrarreloj\nen DS Jardín de Peach. Usa los\nChampiñones Turbo que los Chomp\nCadenas llevan arrastrando.\n¡Te vendrán de fábula!
278c = El sol se está poniendo en Circuito\nde Luigi... Por alguna extraña\nrazón, ¡hay Coches Bob-omb dando\nvueltas al circuito!\n¡Procura acabar esta Carrera VS.\nde una pieza!
278d = ¡A alguien le ha tocado el premio\nen Ruleta Chomp Cadenas! Utiliza\nlos objetos disponibles para recoger\ntodas las monedas.\nConcurso solo para Wii Wheel.
278e = Disputa un Contrarreloj en dirección\ncontraria en Volcán Gruñón.\nSi ejecutas piruetas aéreas al saltar\nlas nuevas rampas del circuito,\nconseguirás mayor velocidad y podrás\nobtener un mejor tiempo.\nConcurso solo para karts.
2776 = ¡Es el Trompo Pinchos de Super Mario\nGalaxy! ¡Empújalo fuera de la plataforma\npara que caiga lo más rápido posible!\n\n\c{green}(Este concurso ha sido reconstruido)\c{off}
278f = ¡Aquí llegan, desde Super Mario Galaxy,\nlos Trompo Pinchos! Empuja a todos\nlos Trompo Pinchos fuera del Coliseo\nGaláctico tan rápido como puedas.\n¡Pero no te vayas a caer cuando el\nescenario empiece a desmoronarse!
27a4 = ¡Aquí llegan, desde Super Mario\nGalaxy, los Trompo Pinchos!\nEmpuja a todos los Trompo Pinchos\nfuera del Coliseo Galáctico tan\nrápido como puedas. ¡Pero no te\nvayas a caer cuando el escenario\nempiece a desmoronarse!
2790 = Hay monedas repartidas por toda\nGCN Playa Peach. ¡Evita chocar\ncon los Picocuac que las vigilan e\nintenta recogerlas todas tan rápido\ncomo puedas!
2791 = ¡DS Cataratas de Yoshi están\ninfestadas de champiñones\ntrampolín! ¡Usa el Wii Wheel\npara recorrer el circuito e\nintenta no caerte en esta\nCarrera VS.!
2792 = ¡Oh, no! Unos alocados cangrejos\nhan roto la tranquilidad de GBA\nPlaya Shy Guy. ¡Utiliza los objetos\nque encuentres para acabar con estos\nmolestos crustáceos!
2793 = ¡Bua, ja, ja! ¡Soy yo, Bowser!\nMi castillo es ahora más\npeligroso y tiene más trampas.\n¿Qué enclenque se cree capaz\nde derrotarme en tres vueltas\nenteras al circuito?
2794 = Desafía a los bebés a una Carrera\nVS. en GCN Tierra Galleta. ¡Tendrás\nque seguir la ruta más rápida si\nquieres ganar!
2795 = Disputa un Contrarreloj en GCN Circuito\nMario. Si este circuito es ya todo\nun reto de por sí, ¡ahora tendrás que\nesquivar más Plantas Pirañas! ¡Hazte a la\ncarretera y conduce con cuidado!
2796 = Hay una serie de puertas situadas\na lo largo de Circuito de Daisy.\n¡Ábrete paso por todas en orden\ny da lo mejor de ti en las curvas!
2797 = Participa en una Carrera VS. bajo el\ndeslumbrante sol de Ruinas Seco-Seco.\nTan solo están disponibles objetos\nde tipo Champiñón. ¿Quizás los\nPokeys te ayudarán a saber dónde usarlos?
2798 = ¡Disputa un Contrarreloj en Senda\nArco Iris! Hay Chomp Cadenas\npor todo el circuito, ¡así que ten cuidado\ny procura esquivarlos!\nConcurso solo para karts.
2799 = Visita DS Desierto Sol-Sol y pon a\nprueba tu velocidad deshaciéndote de\nestos molestos Pokeys. Como no hay\nlímite de vueltas, puedes dar\ntantas como quieras.
279a = Disputa un Contrarreloj en Muelle\nDelfino. El truco está en encontrar\nla ruta más rápida. A lo mejor\nmerece la pena buscar rutas\ndiferentes en cada vuelta...
279b = Pasa por todas las puertas de GCN\nMontaña DK en orden. Si ya es una\npasada deslizarte montaña abajo\na toda velocidad, ahora, con este\ndesafío, será aún más divertido.\nConcurso solo para Wii Wheel.
279c = N64 Tierra Sorbete es el lugar\nideal para una glacial Carrera VS..\nLos pingüinos son adorables, ¡pero\nno te distraigas con ellos!\n¡Mantén tus ojos en la pista y ve\na por la meta!
279d = Derrota a los Goombas de Circuito\nMario tan rápido como puedas.\n¡Utiliza los objetos con prudencia y\nganarás tiempo!\nConcurso solo para karts.
279e = ¡Ha llegado la hora de poner a prueba\ntu destreza al volante en una carrera\nde solo motos en Circuito de Luigi!\nNo hay ningún objeto disponible,\n¡así que saber ponerse a rebufo\nes indispensable!
279f = La soleada GCN Playa Peach está\nplagada de champiñones trampolín.\nTendrás que dar tres vueltas al circuito\nsin dejar de saltar. Y aunque te guste\nel derrape manual, sería recomendable\nque utilizaras el derrape automático\nen este Contrarreloj.
27a0 = Disputa un Contrarreloj en Circuito Luz\nde Luna. ¡Pero ten cuidado! Parece que\nel tráfico circula en dirección contraria...
27a1 = Disputa un Contrarreloj en la\nbulliciosa DS Ciudad Delfino.\n¡Cuidado con las cajas de madera,\nlos Goombas y los caminos cortados!

27f0 = Concursos
27d8 = Contrarreloj
27da = Contrarreloj
27d9 = Carrera VS.
27db = Puntuación por enemigos
27dc = Batalla Jefe
27dd = Carrera VS. Jefe
27de = Reto de monedas
27df = Reto de puertas
27f1 = Concurso %02d
27f2 = Museo de concursos
2800 = Tu posición no se guardará\nsi usas este mando.\n¿Deseas continuar?
2801 = Guardado de corredores fantasma
2802 = ¿Guardar los corredores fantasma en la tarjeta SD?
2803 = Guardar siempre
2804 = Guardar el mejor tiempo
2805 = No guardar
2806 = El guardado de corredores\nfantasma ha sido establecido\na "Guardar siempre".\n\nLos corredores fantasma serán\nguardados únicamente\nsi usas Riivolution.
2807 = El guardado de corredores\nfantasma ha sido establecido\na "Guardar el mejor tiempo".\n\nLos corredores fantasma serán\nguardados únicamente\nsi usas Riivolution.
2808 = El guardado de corredores\nfantasma ha sido establecido\na "No guardar".\n\nLos corredores fantasma serán\nguardados únicamente\nsi usas Riivolution.

 18697	/
 18698	/
 18699	/
 1869a	/
 1869b	/
 1869c	/
 1869d	/
 1869e	/

