#BMG  <<<  The first 4 characters '#BMG' are the magic for a BMG text file.
#     <<<  Don't remove them!
#
# Details about BMG text files are available in the Web:
#  * Syntax and Semantics: https://szs.wiimm.de/doc/bmg/text
#  * The BMG file format:  https://szs.wiimm.de/r/wiki/BMG
#
#
#------------------------------------------------------------------------------

#--- online chat

  M01	= Bonjour!
  1d4c	= Affichage des Mii
  1d4d	= Les Mii créés par les joueurs du\n
	+ monde entier apparaîtront dans\n
	+ les courses CWF Nintendo, dans\n
	+ les classements, ainsi qu'à \n
	+ certains autres endroits dans \n
	+ Mario Kart Wii.\n
	+ \n
	+ Vous pouvez choisir de les\n
	+ afficher ou de les remplacer par\n
	+ des Mii créés par Nintendo.
  1d4e	= Voulez-vous afficher les Mii des \n
	+ autres joueurs tels qu'ils sont?
  1d4f	= Oui
  1d50	= Non
  1d51	= Vous avez choisi d'afficher\n
	+ les Mii des autres joueurs.
  1d52	= Vous avez choisi de ne pas afficher\n
	+ les Mii des autres joueurs.
  1d53	= Les Mii des autres joueurs seront remplacés\n
	+ par des Mii créés par Nintendo. Voulez-vous \n
	+ continuer?
  1d54	/
  1db0	/
  1db1	/
  1db2	/
  1db3	/
  1db4	/
  1db5	/
  1e14	= Mario Kart Wii peut être affiché avec le\n
	+ mode 60Hz (480i). Vous utilisez actuellement\n
	+ le mode 50Hz (576i). Si votre téléviseur, \n
	+ comme la plupart des modèles, est compatible \n
	+ avec le mode 60Hz, sélectionnez-le sur l'écran\n
	+ Résolution du téléviseur dans Paramètres Wii \n
	+ pour obtenir une image de meilleure qualité.\n
	+ \n
	+ Pour changer le paramètre du Type de\n
	+ téléviseur en 60Hz, appuyez sur le\n
	+ Bouton HOME et accédez au Menu Wii.
  1e15	= \z{e03,0,f035003cf034003c}
  1e16	= FÉLICITATIONS!
  1e17	= Voulez-vous envoyer une\n
	+ photo commémorative sur\n
	+ le Bureau Wii?
  1e18	= Envoi sur le Bureau Wii en cours...
  1e19	= La photo commémorative\n
	+ a été envoyée sur le \n
	+ Bureau WIi.
  1e1a	= Si vous sauvegardez trop de photos,\n
	+ vous n'aurez plus d'espace libre\n
	+ dans la mémoire du Bureau Wii.\n
	+ \n
	+ Lorsque la mémoire du Bureau Wii est\n
	+ pleine, les messages les plus anciens\n
	+ seront supprimés pour faire de la place\n
	+ aux nouveaux.
  1e1b	= Merci d'avoir joué!\n
	+ \n
	+ Continuez à vous amuser\n
	+ avec Mario Kart Wii!
  1f40	= Félicitations!\n
	+ Vous avez déverrouillé la\n
	+ \z{802,110001} en \z{802,110000}!
  1f41	= Félicitations!\n
	+ Vous pouvez à présent\n
	+ jouer en Mode Miroir!
  1f42	= Félicitations!\n
	+ Vous pouvez à présent\n
	+ jouer avec \z{802,110000}!
  1f43	= Félicitations!\n
	+ Vous pouvez à présent\n
	+ jouer avec \z{802,110000}!
  1f44	= Félicitations! \n
	+ Vous avez déverrouillé \n
	+ un nouveau kart léger!\n
	+ \n
	+ \z{802,110000}
  1f45	= Félicitations! \n
	+ Vous avez déverrouillé \n
	+ un nouveau kart standard!\n
	+ \n
	+ \z{802,110000}
  1f46	= Félicitations! \n
	+ Vous avez déverrouillé \n
	+ un nouveau kart lourd!\n
	+ \n
	+ \z{802,110000}
  1f47	= Félicitations!\n
	+ Vous avez déverrouillé \n
	+ une nouvelle moto légère!\n
	+ \n
	+ \z{802,110000}
  1f48	= Félicitations!\n
	+ Vous avez déverrouillé \n
	+ une nouvelle moto standard!\n
	+ \n
	+ \z{802,110000}
  1f49	= Félicitations!\n
	+ Vous avez déverrouillé \n
	+ une nouvelle moto lourde!\n
	+ \n
	+ \z{802,110000}
  1f4a	= Félicitations!\n
	+ Vous pouvez maintenant faire\n
	+ un Grand Prix en 50cc avec\n
	+ karts et motos!
  1f4b	= Félicitations!\n
	+ Vous pouvez maintenant faire \n
	+ des parties en Grand Prix en \n
	+ 100cc (karts et motos)!
  1f4c	/
  1fa4	= Vous avez gagné un trophée dans les Coupes Champignon et Fleur en 
	+ \z{802,110000}!
  1fa5	= Vous avez gagné un trophée dans la Coupe Étoile en \z{802,110000}!
  1fa6	= Vous avez gagné un trophée dans les Coupes Carapace et Fleur en 
	+ \z{802,110000}!
  1fa7	= Vous avez gagné un trophée dans la Coupe Feuille en \z{802,110000}!
  1fa8	= Vous avez remporté toutes les coupes en 150cc!
  1fa9	/
  1fae	= Vous avez remporté la Coupe Feuille en 100cc!
  1faf	= Vous avez joué en Contre-la-montre sur tous les circuits!
  1fb0	= Vous avez remporté 1000 courses via la CWF Nintendo!
  1fb1	= Vous avez obtenu la classe \u{f061} dans toutes les coupes Wii en 50cc!
  1fb2	= Vous avez déverrouillé 8 super fantômes des développeurs!
  1fb3	= Vous avez remporté la Coupe Éclair en 50cc!
  1fb4	= Vous avez obtenu la classe \u{f061} dans toutes les coupes Rétro en 100c
	+ c!
  1fb5	= Vous avez remporté la Coupe Spéciale en 150cc!
  1fb6	= Vous avez joué en Contre-la-montre sur 16 circuits différents!
  1fb7	= Vous avez obtenu la classe \u{f061} dans toutes les coupes en Mode Miroir
	+ !
  1fb8	= Vous avez reçu un cadeau de Super Mario Galaxy!
  1fb9	= Vous avez obtenu la classe \u{f061} dans toutes les coupes Wii en 150cc!
  1fba	= Vous avez déverrouillé 4 super fantômes des développeurs!
  1fbb	= Vous avez remporté 25 courses fantôme!
  1fbc	= Vous avez remporté la Coupe Étoile en 50cc!
  1fbd	= Vous avez remporté la Coupe Spéciale en 100cc!
  1fbe	= Vous avez déverrouillé les 32 super fantômes des développeurs!
  1fbf	= Vous avez remporté 5000 courses via la CWF Nintendo!
  1fc0	= Vous avez remporté 100 courses fantôme!
  1fc1	= Vous avez remporté 250 courses fantôme!
  1fc2	/
  1fcc	= Vous avez obtenu la classe \u{f061} dans toutes les coupes Rétro en 50cc
	+ !
  1fcd	= Vous avez déverrouillé un super fantôme des développeurs!
  1fce	= Vous avez remporté 50 courses via la CWF Nintendo!
  1fcf	= Vous avez remporté la Coupe Éclair en Mode Miroir!
  1fd0	= Vous avez remporté la Coupe Feuille en 50cc!
  1fd1	= Vous avez remporté la Coupe Feuille en 150cc!
  1fd2	= Vous avez déverrouillé 24 super fantômes des développeurs!
  1fd3	= Vous avez remporté la Coupe Spéciale en 50cc!
  1fd4	= Vous avez obtenu la classe \u{f061} dans toutes les coupes Rétro en 150c
	+ c!
  1fd5	= Vous avez remporté la Coupe Éclair en 150cc!
  1fd6	= Vous avez remporté la Coupe Étoile en 150cc!
  1fd7	= Vous avez joué en Contre-la-montre sur 8 circuits différents!
  1fd8	= Vous avez remporté 5 courses fantôme!
  1fd9	= Vous avez remporté la Coupe Feuille en Mode Miroir!
  1fda	= Vous avez remporté la Coupe Éclair en 50cc!
  1fdb	= Vous avez obtenu la classe \u{f061} dans toutes les coupes Wii en 100cc!
  1fdc	= Vous avez remporté la Coupe Étoile en Mode Miroir!
  1fdd	= Vous avez remporté la Coupe Étoile en 100cc!
  1fde	= Vous avez déverrouillé 12 super fantômes des développeurs!
  1fdf	= Vous avez remporté 200 courses fantôme!
  1fe0	= Vous avez remporté la Coupe Spéciale en Mode Miroir!
  1fe1	= Vous avez gagné un trophée dans toutes les coupes en 50cc!
  1fe2	= Vous avez gagné un trophée dans toutes les coupes en 100cc!
  1fe3	= Vous avez remporté 3000 courses via la CWF Nintendo!
  1fe4	= Parties jouées: \z{a02,1000000000}!
  1fe5	/
  2008	= Général
  2009	= Préférences
  200a	= Amis
  200b	= CWF Nintendo
  200c	= Divers
  2012	= Classe
  2013	= Distance parcourue
  2014	= Courses disputées
  2015	= Batailles disputées
  2016	= % d'utilisation du Wii Wheel
  2017	= Figures aériennes réalisées
  2018	= Pilote préféré
  2019	= Véhicule préféré
  201a	= Circuit préféré
  201b	= Arène préférée
  201c	= Courses Ami CWF Nintendo
  201d	/
  201e	= Fantômes envoyés en défi
  201f	= Fantômes reçus en défi
  2020	= Points Course (Pts Course)
  2021	= Courses CWF Nintendo
  2022	= Points Bataille (Pts Bataille)
  2023	= Batailles CWF Nintendo
  2024	= Arrivées en 1\u{e069} place
  2025	= % de temps en 1\u{e069} place
  2026	= Coups donnés
  2027	= Coups reçus
  2028	= Courses fantôme
  2029	= Participations aux tournois
  202a	/
  202b	/
  202c	/
  202d	/
  202e	/
  2044	= \z{802,110000}
  2045	= \z{a02,1000000000}
  2046	= \z{a02,1000000000}
  2047	= \z{a02,1000000000}
  2048	= \z{a02,1000000000} %
  2049	= \z{a02,1000000000}\040
  204a	= \z{802,110000}
  204b	= \z{802,110000}
  204c	= \z{802,110000}
  204d	= \z{802,110000}
  204e	= Victoires: \z{a02,1000000000} Défaites: \z{a02,1000010000}\040
  204f	/
  2050	= \z{a02,1000000000}\040
  2051	= \z{a02,1000000000}\040
  2052	= \z{a02,1000000000}
  2053	= Victoires: \z{a02,1000000000} Défaites: \z{a02,1000010000}
  2054	= \z{a02,1000000000}
  2055	= Victoires: \z{a02,1000000000} Défaites: \z{a02,1000010000}
  2056	= \z{a02,1000000000}
  2057	= \z{a02,1000000000} %
  2058	= \z{a02,1000000000}
  2059	= \z{a02,1000000000}
  205a	= Victoires: \z{a02,1000000000} Défaites: \z{a02,1000010000}
  205b	= \z{a02,1000000000}
  205c	/
  20d0	/
  20d1	/
  20d2	/
  20d3	/
  20d4	/
  20d5	= Félicitations, %ls!\n
	+ \n
	+ Vous avez gagné tous les\n
	+ trophées dans Mario Kart Wii!\n
	+ \n
	+ Veuillez accepter cette photo \n
	+ commémorative en récompense\n
	+ de vos efforts.\n
	+ \n
	+ Continuez à vous amuser avec \n
	+ Mario Kart Wii!
  20d6	= Félicitations, %ls!\n
	+ \n
	+ Vous avez remporté tous les \n
	+ Grand Prix dans Mario Kart Wii!\n
	+ \n
	+ Veuillez accepter cette photo \n
	+ commémorative en récompense \n
	+ de vos efforts.\n
	+ \n
	+ Continuez à vous amuser avec \n
	+ Mario Kart Wii!
  20d7	/
  20d8	/
  20d9	/
  20da	/
  20db	/
  20dc	/
  20dd	/
  20de	/
  20df	/
  20e0	/
  20e1	/
  20e2	/
  20e3	/
  20e4	/
  20e5	/
  20e6	/
  20e7	/
  20e8	/
  20e9	/
  20ea	/
  20eb	/
  20ec	/
  20ed	/
  20ee	/
  20f8	/
  20f9	/
  20fa	/
  20fb	/
  20fc	/
  20fd	/
  20fe	/
  20ff	/
  2100	/
  2101	/
  2102	/
  2103	/
  2104	/
  2105	/
  2106	/
  2107	/
  2108	/
  2109	/
  210a	/
  210b	/
  210c	/
  210d	/
  210e	= Félicitations, %ls!\n
	+ \n
	+ En gagnant des trophées dans toutes les coupes en 100cc, vous avez
	+  déverrouillé le Grand Prix 100cc (karts et motos)!
  210f	/
  2110	/
  2116	/
  2117	/
  2118	/
  2119	/
  211a	/
  211b	/
  211c	/
  211d	/
  211e	/
  211f	/
  2120	/
  2121	/
  2122	/
  2123	/
  2124	/
  2125	/
  2126	/
  212a	= Le message ci-dessous\n
	+ est de la Chaîne Mario Kart!\n
	+ \n
	+ \z{802,200000}\n
	+ \n
	+ \n
	+ \n
	+ [Comment vous désabonner]\n
	+ \n
	+ Ce message vous a été envoyé\n
	+ par la Chaîne Mario Kart. Si vous \n
	+ ne désirez plus recevoir de \n
	+ messages, pointez Se désister,\n
	+ appuyez sur le Bouton A, et \n
	+ indiquez si vous ne voulez plus \n
	+ recevoir de messages de cette \n
	+ chaîne uniquement, ou de toutes \n
	+ les chaînes.\040
  212b	= Le message ci-dessous\n
	+ est de la Chaîne Mario Kart!\n
	+ \n
	+ \z{802,200000}\n
	+ \n
	+ \n
	+ \n
	+ [Comment vous désabonner]\n
	+ \n
	+ Ce message vous a été envoyé\n
	+ par la Chaîne Mario Kart. Si vous \n
	+ ne désirez plus recevoir de \n
	+ messages, pointez Se désister,\n
	+ appuyez sur le Bouton A, et \n
	+ indiquez si vous ne voulez plus \n
	+ recevoir de messages de cette \n
	+ chaîne uniquement, ou de toutes \n
	+ les chaînes.\040
  212c	= Un joueur de Mario Kart Wii vous\n
	+ a envoyé une invitation!\n
	+ \n
	+ ◆Nom\n
	+ %ls\n
	+ \n
	+ ◆Code ami\n
	+ %04d-%04d-%04d\n
	+ \n
	+ Enregistrez vos codes amis\n
	+ respectifs pour pouvoir\n
	+ jouer ensemble.\n
	+ \n
	+ Si vous possédez Mario Kart Wii et \n
	+ que vous avez installé la Chaîne \n
	+ Mario Kart sur votre Bureau Wii, \n
	+ sélectionnez le bouton "Démarrer"\n
	+ en bas à droite pour enregistrer ce\n
	+ code ami dans votre liste d'amis.\n
	+ \n
	+ Les joueurs qui ne l'ont pas installée \n
	+ doivent s'envoyer des répliques.
  212d	= %ls a accepté\n
	+ votre invitation!\n
	+ \n
	+ Code ami Mario Kart Wii:\n
	+ %04d-%04d-%04d\n
	+ \n
	+ ＊Si vous avez de la place dans\n
	+ votre liste d'amis, ce code ami\n
	+ sera enregistré automatiquement.\n
	+ \n
	+ En enregistrant vos codes amis\n
	+ respectifs, vous pourrez jouer\n
	+ ensemble.\n
	+ \n
	+ Amusez-vous bien!
  212e	/
  212f	/
  2130	/
  2131	/
  2132	/
  2133	/
  2134	/
  2138	/
  2139	/
  213e	/
  213f	/
  2140	/
  2141	/
  2142	/
  2143	/
  2144	/
  2145	/
  2146	/
  2147	/
  2148	/
  2149	/
  214a	/
  214b	/
  214c	/
  214d	/
  214e	/
  214f	/
  2150	/
  2151	/
  2152	/
  215c	/
  215d	/
  215e	/
  215f	/
  2160	/
  2161	/
  2162	/
  2163	/
  2164	/
  2165	/
  2166	/
  2167	/
  2168	/
  2169	/
  216a	/
  216b	/
  216c	/
  216d	/
  216e	/
  216f	/
  2170	/
  2171	/
  2172	/
  2173	/
  2174	/
  2175	/
  2176	/
  2177	/

2774 = Bienvenue au tout premier concours\nMario Kart Wii! Réalisez le meilleur\ntemps possible en course VS sur le\nCircuit Mario. Vous pouvez envoyer\nautant de records que vous voulez!
27a2 = Affrontez 11 autres pilotes dans\nune course VS sur le Circuit Mario\net essayez d'obtenir le meilleur\ntemps possible!\n\nCouncours pour karts uniquement\nConcours pour Wii Wheel
2775 = Franchissez les portes numérotées du\nCircuit de Bataille 3 GBA dans l'ordre.\nLe plan à l'ècran n'aura jamais été\naussi utile! \n\nConcours pour Wii Wheel
2777 = Traversez la Gorge Champignon dans\nun contre-la-montre à contresens.\nQuel est le chemin le plus rapide?\nA vous de le découvrir!\n\nConcours pour karts uniquement
2778 = Quelques clients distraits ont fait tomber\nleur argent durement gagné dans les\nallées du Centre Cocotier! Ramassez\nles pièces le plus vite possible afin de\nles restituer à leurs propriètaires!
2779 = Participez à une course VS ayant\npour cadre l'ambiance lugubre de\nla Maison de l'Aube DS…\nFrissons garantis!\n\nConcours pour Wii Wheel
277a = Donkey Kong et Diddy Kong adorent\néparpiller des bananes à travers\nla Jungle de DK N64. Evitez-les et\nfoncez vers l'arrivée!
277b = Visitez le Cap Koopa et sa vue imprenable\nsur l'océan. Franchissez toutes les portes\nnumérotées du circuit dans l'ordre!
277c = Effectuez trois tours sur les hauteurs du\nGratte-ciel N64. Ramassez les objets\ntout en évitant les voitures Bob-omb\npour établier un temps record!\n\nConcours pour Wii Wheel
277d = Ramassez les pièces éparpillées sur\n le Circuit Mario 3 SNES. Utilisez vos\nchampignons turbo judicieusement\npour établir le meilleur temps possible!\n\nConcours pour karts uniquement
277e = Un Pokey géant a élu domicile dans le\nDésert Thwomp! Evitez ses attaques\net battez-le trois fois pour vous en\ndébarrasser définitivement!
277f = Participez à une course VS effrénée sur le\nCircuit Luigi! Il n’y a aucun objet\npour vous venir en aide, alors utilisez la\ntechnique de l’aspiration à bon escient!\n\nConcours pour kart uniquement\nConcours pour Wii Wheel
2780 = Ramassez les pièces cachées dans les\ntas de feuilles mortes qui jonchent le sol\ndu Chemin à la Sucrerie. Mais faites\nattention, les Wiggler veillent au grain!
2781 = Parcourez l'Autodrome Mario N64\nen contre-la-montre. Seuls les\nchampignons turbo dorés sont\ndisponibles, alors ne loupez pas une\noccasion de prendre un raccourci!
2782 = Arpentez les rails de la Mine d'Or de\nWario en contre-la-montre.\nMais attention, un Wiggler a fait une\ndescente dans la mine et fera tout \npour vous bloquer la route!
2783 = Le Sommet DK est l'endroit idéal pour un\npetit slalom à travers des portes\nnumérotées. Profitez-en pour réaliser des figures aériennes et épater la galerie!
2784 = Parcourez l'Usine de Toad à contresens en\ncontre-la-monte. Comme vous roulez en\nsens inverse, vous devrez parfois réaliser\ndes figures pour progresser sans accrocs!
2785 = Ramassez toutes les pièces dans\nle Stade de Funky Kong. Gardez un\nœil sur le plan affiché à l'écran\npour éviter de tourner en rond\net de perdre un temps précieux!
2786 = Frayez-vous un chemin à travers les\nméandres du Square Bloc et effectuez\ntrois tours le plus vite possible.\nAttention aux Goomba et aux flaques\nd'huile!
2787 = Franchissez les portes numérotées du\nChâteau de Bowser 3 GBA dans l'ordre.\nCertaines portes sont suspendues dans\nles airs, alors profitez-en pour réaliser\ndes figures aériennes, juste pour le style!
2788 = Ramassez les pièces éparpillées dans le\nCircuit de Bataille 4 SNES. Cet endroit est\nun vrai labyrinthe, ne vous y perdez pas!
2789 = Affrontez Bowser Skelet en duel sur son\npropre terrain: le Château de Bowser N64!\nPrenez garde à son souffle enflammé et\nfoncez vers l’arrivée!\n\nConcours pour karts uniquement.
27a3 = Affrontez Dry Bowser en duel sur son\npropre terrain: le Château de Bowser N64!\nPrenez garde à son souffle enflammé et\nfoncez vers l’arrivée!
278a = Franchissez toutes les portes du\nStade Waluigi GCN et réalisez des\nfigures aériennes pour enflammer\nla foule!
278b = Slalomez entre les Topi Taupes\net les Chomp déchaînés dans\nle Jardin Peach DS! Faites bon usage des\nchampignons turbo que certains Chomp\nlaissent traîner au bout de leur chaîne!
278c = Le soleil se couche sur le Circuit Luigi\net les voitures Bob-omb sont de sortie!\nEssayez de terminer cette course VS\nen un seul morceau!
278d = Quelqu'un a décroché le jackpot sur la\nRoulette Chain Chomp! Faites bon usage\ndes objets et ramassez toutes les pièces!\n\nConcours pour Wii Wheel
278e = Parcourez le Volcan Grondant dans un\ncontre-la-montre à contresens. Utilisez\nles rampes pour réaliser des figures et\nobtenir les turbos qui vous permettront\nd'établir un temps record!\n\nConcours pour karts uniquement
2776 = Sortis tout droit de Super Mario Galaxy,\nvoici les Begopik! Ejectez-les hors du\nColisée Galactique le plus vite possible!\n\n\c{green}(Ce tournoi a été recréer)\c{off}
278f = Sortis tout droit de Super Mario Galaxy,\nvoici les Begopik! Ejectez-les hors du\nColisée Galactique le plus vite possible!\nMais faites attention à ne pas tomber\nlosque l'arène commence à s'ėcrouler!
27a4 = Sortis tout droit de Super Mario Galaxy,\nvoici les Begopik! Ejectez-les hors du\nColisée Galactique le plus vite possible!\nSi certains d’entre eux tentent de s’enfuir,\nne les laissez pas faire!
2790 = Des pièces sont éparpillées dans\nle sable de la Plage Peach GCN.\nDétournez l’attention des Catacouac\net ramassez-les toutes!
2791 = Les Cascades Yoshi DS sont infestées de\nchampignons trampolines! Rebondissez à\ntravers cette course VS et prenez garde\nà ne pas tomber!\n\nConcours pour Wii Wheel
2792 = Une horde de crabes est venue troubler\nle calme de la Plage Shy Guy GBA!\nUtilisez les objets disponibles pour vous\ndébarasser de ces maudits crustacés!
2793 = Bowser a organisé un grand concours en\ncontre-la-montre dans son propre château.\nLe circuit compte encore plus de pièges\nque d'habitude. Serez-vous à la hauteur?
2794 = Affrontez les pilotes en culottes\ncourtes dans une course de motos\nsur Cookie Arena GCN. Choisir le bon\nitinéraire est la clé de la victoire!
2795 = Vous trouviez le Circuit Mario GCN plutôt\ndifficile? Le voilà maintenant infesté de\nPlantes Piranha! Combien de temps vous\nfaudra-t-il pour effectuer trois tours\nau milieu de cette flore carnivore?
2796 = Une série de portes décrivant un 8\nont été placées sur le Circuit Daisy.\nMontrez votre maîtrise des dérapages\nen franchissant chacune d'entre elles!
2797 = Participez à une course VS sous le soleil\nbrûlant des Ruines Sec-Sec. Seuls les\nchampignons sont disponibles. Les Pokeys\nvous monteront peut-être où les utiliser?
2798 = Parcourez la sinueuse Route Arc-en-ciel\nen contre-la-montre tout en prenant soin\nd'éviter les Chomp qui y ont élu domicile!\n\nConcours pour karts uniquement
2799 = Faites le ménage dans le Désert du\nSoleil DS en balayant quelques Pokeys!\nLe nombre de tours n'est pas limité,\nmais ne traînez pas pour autant!
279a = Faites le tour de la Quai Delfino\nen contre-la-montre. L'astuce est de\ntrouver le parcours idéal, mais passer\npar le même chemin à chaque tour n'est\npas forcément la meilleure solution...
279b = Franchissez les portes de la\nMontagne DK GCN dans l'ordre.\nN'espérez pas foncer tout schuss,\nvous allez devoir slalomer si vous ne\nvoulez pas manouer une seule porte!\n\nCouncours pour Wii Wheel
279c = Cette course VS a pour cadre les glaces\ndu Royaume Sorbet N64. Les pingouins\nsont adorables, mais ne vous laissez pas\ndistraire pour autant! Gardez la tête\nfroide et foncez vers l’arrivée!
279d = Eliminez les Goomba qui traînent sur le\nCircuit Mario le plus vite possible. Une\nbonne utilisation des objets peut vous\nfaire gagner de précieuses secondes!\n\nConcours pour karts uniquement
279e = C'est le moment de montrer vos talents\nde pilote dans une course de motos sur\nle Circuit Luigi! Il n'y a aucun objet\npour vous venir en aide, alors utilisez la\ntechnique de l'aspiration à bon escient!
279f = La Plage Peach GCN est infestée de\nchampignons trampolines! Le mode de\ndérapage automatique est vivement\nconseillè pour ce contre-la-montre.
27a0 = Réalisez le meilleur temps possible\ndans un contre-la-montre sur la\nRoute Clair de Lune. Mais faites\nattention, la circulation semble\nquelque peu perturbée...
27a1 = Parcoures les ruelles agitées du\nQuartier Delfino DS en contre-la-montre.\nAttention aux caisses, aux Goomba\net aux rues barrées!

27f0 = Tournois
27d8 = Contre-la-montre
27da = Contre-la-montre
27d9 = Course VS
27db = Pointage d'ennemi
27dc = Combat de boss
27dd = Course VS de boss
27de = Defi de pièce
27df = Defi de portail
27f1 = Tournoi %02d
27f2 = Musée des tournois
2800 = Votre position ne sera pas sauvegardée\nsi vous utilisez cette manette.\nContinuer?
2801 = Sauvegarde des fantômes
2802 = Sauvegarder des fantômes sur\nla carte SD?
2803 = Toujours sauvegarder
2804 = Sauvegarder le meilleur temps
2805 = Jamais sauvegarder
2806 = Le paramètre de sauvegarde des\nfantômes a été défini sur\nToujours sauvegarder.\n\nLes fantômes seront sauvegarder\nseulement si vous utilisez Riivolution.
2807 = Le paramètre de sauvegarde des\nfantômes a été défini sur\nSauvegarde le temps le plus vite.\n\nLes fantômes seront sauvegarder\nseulement si vous utilisez Riivolution.
2808 = Le paramètre de sauvegarde des\nfantômes a été défini sur\nJamais sauvegarder.\n\nLes fantômes seront sauvegarder\nseulement si vous utilisez Riivolution.

 18697	/
 18698	/
 18699	/
 1869a	/
 1869b	/
 1869c	/
 1869d	/
 1869e	/

